route_id,service_id,trip_id,trip_headsign,direction_id,direction_name,block_id,shape_id,wheelchair_accessible,trip_bikes_allowed,trip_headsign_short
848,65078-1111100-0,12196755,"El Cajon Transit Ctr",1,South,11501,848_1_42,1,2,El Caj TC
848,65078-1111100-0,12196777,"El Cajon Transit Ctr",1,South,11502,848_1_42,1,2,El Caj TC
848,65078-1111100-0,12196722,"El Cajon Transit Ctr",1,South,11505,848_1_42,1,2,El Caj TC
848,65078-1111100-0,12196733,"El Cajon Transit Ctr",1,South,84801,848_1_42,1,2,El Caj TC
848,65078-1111100-0,12196806,"El Cajon Transit Ctr",1,South,84802,848_1_42,1,2,El Caj TC
848,65078-1111100-0,12196711,"El Cajon Transit Ctr",1,South,11504,848_1_42,1,2,El Caj TC
848,65078-1111100-0,12196801,"El Cajon Transit Ctr",1,South,11503,848_1_42,1,2,El Caj TC
848,65078-1111100-0,12196759,"El Cajon Transit Ctr",1,South,11501,848_1_42,1,2,El Caj TC
848,65078-1111100-0,12196781,"El Cajon Transit Ctr",1,South,11502,848_1_42,1,2,El Caj TC
848,65078-1111100-0,12196708,"El Cajon Transit Ctr",1,South,11505,848_1_42,1,2,El Caj TC
848,65078-1111100-0,12196702,"El Cajon Transit Ctr",1,South,84801,848_1_42,1,2,El Caj TC
848,65078-1111100-0,12196723,"El Cajon Transit Ctr",1,South,84802,848_1_42,1,2,El Caj TC
848,65078-1111100-0,12196744,"El Cajon Transit Ctr",1,South,11504,848_1_42,1,2,El Caj TC
848,65078-1111100-0,12196763,"El Cajon Transit Ctr",1,South,11501,848_1_42,1,2,El Caj TC
848,65078-1111100-0,12196785,"El Cajon Transit Ctr",1,South,11501,848_1_42,1,2,El Caj TC
854,65078-1111100-0,12196265,"Grossmont College",0,North,85401,854_0_47,1,2,Grsmt Clg
854,6507827-1111100-27,12196297,"X Grossmont College Express",0,North,85402,854_0_48,1,2,X Grsmt Clg Exp
854,65078-1111100-0,12196267,"Grossmont College",0,North,85401,854_0_47,1,2,Grsmt Clg
854,6507827-1111100-27,12196299,"X Grossmont College Express",0,North,85402,854_0_48,1,2,X Grsmt Clg Exp
