trip_id,shape_id
12198979,704_0_47
12198980,704_0_47
12198981,704_0_47
12198982,704_0_47
12198983,704_0_47
12198984,704_0_47
12198985,704_0_47
12198986,704_0_47
12198987,704_0_47
12198988,704_0_47
12198989,704_0_47
12198990,704_0_47
12198991,704_0_47
12198992,704_0_47
12198993,704_0_47
12198994,704_0_47
12198995,704_0_47
12198996,704_0_47
12198997,704_0_47
12198998,704_0_47
12198999,704_0_47
12199000,704_0_48
12199001,704_0_47
12199002,704_0_48
12199211,704_0_47
12199003,704_0_47
12199004,704_0_47
12199210,704_1_50
12198948,704_1_46
12198949,704_1_45
12198950,704_1_45
12198951,704_1_45
12198952,704_1_45
12198953,704_1_45
12198954,704_1_45
12198955,704_1_45
12198956,704_1_45
12198957,704_1_45
12198958,704_1_45
12198959,704_1_45
12198960,704_1_45
12198961,704_1_45
12198962,704_1_45
12198963,704_1_45
12198964,704_1_45
12198965,704_1_45
12198966,704_1_45
12198967,704_1_45
12198968,704_1_45
12198969,704_1_45
12198970,704_1_45
12198971,704_1_45
12198972,704_1_45
12198973,704_1_45
12198974,704_1_45
12198975,704_1_45
12199088,705_2_32
12199072,705_2_29
12199089,705_2_32
12199073,705_2_29
12199090,705_2_32
12199074,705_2_29
12199091,705_2_32
12199075,705_2_29
12199092,705_2_32
12199076,705_2_29
12199093,705_2_32
12199077,705_2_29
12199094,705_2_32
12199078,705_2_29
12199095,705_2_32
12199079,705_2_29
12199096,705_2_32
12199080,705_2_29
12199097,705_2_32
12199081,705_2_29
12199098,705_2_32
12199082,705_2_29
12199099,705_2_32
12199083,705_2_29
12199100,705_2_32
12199084,705_2_29
12199124,705_2_29
12199125,705_2_29
12199128,705_2_29
12199129,705_2_29
12199117,705_3_28
12199101,705_3_28
12199118,705_3_33
12199102,705_3_28
12199119,705_3_33
12199103,705_3_28
12199120,705_3_33
12199104,705_3_28
12199121,705_3_33
12199105,705_3_28
12199122,705_3_33
12199106,705_3_28
12199123,705_3_33
12199107,705_3_28
12199087,705_3_33
12199108,705_3_28
12199086,705_3_33
12199109,705_3_28
12199085,705_3_33
12199110,705_3_28
12199116,705_3_33
12199111,705_3_28
12199115,705_3_33
12199112,705_3_28
12199114,705_3_33
12199113,705_3_28
12199127,705_3_28
12199126,705_3_28
12199130,705_3_28
12199131,705_3_28
12199324,707_0_14
12199012,707_0_14
12199013,707_0_14
12199014,707_0_14
12199015,707_0_14
12199016,707_0_14
12199017,707_0_14
12199022,707_0_14
12199018,707_0_14
12199019,707_0_14
12199323,707_0_14
12199005,707_1_13
12199006,707_1_13
12199007,707_1_13
12199008,707_1_13
12199009,707_1_13
12199010,707_1_13
12199011,707_1_13
12199020,707_1_13
12199021,707_1_13
12199446,709_2_77
12199430,709_2_87
12199468,709_2_77
12199503,709_2_94
12199508,709_2_87
12199541,709_2_94
12199464,709_2_77
12199545,709_2_94
12199448,709_2_87
12199504,709_2_94
12199488,709_2_77
12199542,709_2_94
12199470,709_2_87
12199546,709_2_94
12199528,709_2_77
12199505,709_2_94
12199466,709_2_93
12199543,709_2_94
12199432,709_2_77
12199547,709_2_94
12199490,709_2_90
12199506,709_2_94
12199510,709_2_77
12199544,709_2_94
12199530,709_2_90
12199450,709_2_77
12199507,709_2_94
12199434,709_2_90
12199472,709_2_77
12199512,709_2_90
12199492,709_2_77
12199452,709_2_90
12199532,709_2_77
12199474,709_2_90
12199436,709_2_77
12199494,709_2_90
12199514,709_2_77
12199534,709_2_90
12199454,709_2_77
12199438,709_2_90
12199476,709_2_77
12199516,709_2_90
12199496,709_2_77
12199456,709_2_93
12199536,709_2_77
12199478,709_2_90
12199440,709_2_77
12199498,709_2_87
12199518,709_2_77
12199538,709_2_90
12199458,709_2_77
12199442,709_2_87
12199480,709_2_77
12199520,709_2_90
12199558,709_2_77
12199460,709_2_87
12199500,709_2_77
12199482,709_2_90
12199540,709_2_77
12199560,709_2_87
12199444,709_2_77
12199502,709_2_90
12199522,709_2_90
12199462,709_2_93
12199484,709_2_90
12199562,709_2_90
12199524,709_2_90
12199486,709_2_90
12199564,709_2_90
12199526,709_2_90
12199445,709_3_91
12199429,709_3_86
12199463,709_3_89
12199467,709_3_85
12199487,709_3_86
12199447,709_3_85
12199527,709_3_89
12199469,709_3_85
12199431,709_3_89
12199465,709_3_85
12199509,709_3_89
12199489,709_3_85
12199449,709_3_89
12199529,709_3_85
12199471,709_3_89
12199433,709_3_85
12199511,709_3_85
12199491,709_3_88
12199451,709_3_85
12199531,709_3_88
12199473,709_3_85
12199435,709_3_88
12199493,709_3_85
12199513,709_3_88
12199533,709_3_85
12199453,709_3_88
12199437,709_3_85
12199475,709_3_88
12199515,709_3_85
12199495,709_3_88
12199455,709_3_85
12199535,709_3_88
12199477,709_3_85
12199439,709_3_88
12199548,709_3_84
12199497,709_3_85
12199517,709_3_88
12199552,709_3_84
12199537,709_3_85
12199457,709_3_92
12199549,709_3_84
12199441,709_3_85
12199479,709_3_88
12199553,709_3_84
12199519,709_3_85
12199557,709_3_88
12199550,709_3_84
12199499,709_3_89
12199459,709_3_85
12199554,709_3_84
12199481,709_3_85
12199539,709_3_88
12199551,709_3_84
12199443,709_3_89
12199559,709_3_85
12199555,709_3_84
12199501,709_3_85
12199521,709_3_88
12199461,709_3_89
12199556,709_3_84
12199483,709_3_88
12199561,709_3_89
12199523,709_3_88
12199485,709_3_88
12199563,709_3_88
12199525,709_3_88
12199565,709_3_88
12200350,712_2_62
12200388,712_2_62
12200373,712_2_62
12200439,712_2_62
12200461,712_2_53
12200409,712_2_62
12200352,712_2_62
12200466,712_2_53
12200425,712_2_62
12200390,712_2_62
12200463,712_2_53
12200375,712_2_62
12200441,712_2_62
12200468,712_2_53
12200411,712_2_62
12200354,712_2_62
12200465,712_2_53
12200427,712_2_62
12200392,712_2_62
12200469,712_2_53
12200377,712_2_62
12200443,712_2_62
12200413,712_2_62
12200356,712_2_62
12200429,712_2_62
12200394,712_2_62
12200379,712_2_62
12200445,712_2_62
12200415,712_2_62
12200358,712_2_62
12200431,712_2_62
12200396,712_2_62
12200381,712_2_62
12200447,712_2_62
12200417,712_2_62
12200360,712_2_62
12200433,712_2_62
12200398,712_2_62
12200383,712_2_62
12200449,712_2_62
12200419,712_2_62
12200362,712_2_62
12200435,712_2_62
12200400,712_2_62
12200385,712_2_62
12200451,712_2_62
12200421,712_2_62
12200364,712_2_62
12200437,712_2_62
12200402,712_2_62
12200387,712_2_62
12200453,712_2_62
12200423,712_2_62
12200366,712_2_62
12200404,712_2_62
12200455,712_2_62
12200368,712_2_62
12200406,712_2_62
12200457,712_2_62
12200370,712_2_62
12200459,712_2_62
12200349,712_3_63
12200372,712_3_63
12200408,712_3_63
12200351,712_3_63
12200424,712_3_63
12200389,712_3_63
12200374,712_3_63
12200440,712_3_63
12200410,712_3_63
12200353,712_3_63
12200426,712_3_63
12200391,712_3_63
12200376,712_3_63
12200442,712_3_63
12200412,712_3_63
12200355,712_3_63
12200428,712_3_63
12200393,712_3_63
12200378,712_3_63
12200444,712_3_63
12200414,712_3_63
12200357,712_3_63
12200430,712_3_63
12200395,712_3_63
12200380,712_3_63
12200446,712_3_63
12200416,712_3_63
12200359,712_3_63
12200432,712_3_63
12200397,712_3_63
12200382,712_3_63
12200470,712_3_59
12200448,712_3_63
12200418,712_3_63
12200475,712_3_59
12200361,712_3_63
12200434,712_3_63
12200472,712_3_59
12200399,712_3_63
12200384,712_3_63
12200477,712_3_59
12200450,712_3_63
12200420,712_3_63
12200474,712_3_59
12200363,712_3_63
12200436,712_3_63
12200479,712_3_59
12200401,712_3_63
12200386,712_3_63
12200452,712_3_63
12200422,712_3_63
12200365,712_3_63
12200438,712_3_63
12200403,712_3_63
12200454,712_3_63
12200367,712_3_63
12200405,712_3_63
12200456,712_3_63
12200369,712_3_63
12200407,712_3_63
12200458,712_3_63
12200371,712_3_63
12200460,712_3_63
12200481,901_0_81
12200497,901_0_81
12200506,901_0_81
12200522,901_0_81
12200524,901_0_81
12200526,901_0_81
12200534,901_0_81
12200485,901_0_81
12200543,901_0_81
12200515,901_0_81
12200483,901_0_81
12200499,901_0_81
12200508,901_0_81
12200537,901_0_81
12200528,901_0_81
12200487,901_0_81
12200517,901_0_81
12200501,901_0_81
12200510,901_0_81
12200539,901_0_81
12200530,901_0_81
12200489,901_0_81
12200519,901_0_81
12200503,901_0_81
12200512,901_0_81
12200541,901_0_81
12200552,901_0_81
12200532,901_0_81
12200561,901_0_81
12200564,901_0_81
12200491,901_0_81
12200546,901_0_81
12200521,901_0_81
12200549,901_0_81
12200505,901_0_81
12200559,901_0_81
12200567,901_0_81
12200554,901_0_81
12200563,901_0_81
12200493,901_0_81
12200551,901_0_81
12200569,901_0_81
12200556,901_0_81
12200495,901_0_81
12200571,901_0_81
12200573,901_0_81
12200484,901_1_87
12200514,901_1_87
12200482,901_1_87
12200498,901_1_87
12200507,901_1_87
12200523,901_1_87
12200536,901_1_87
12200525,901_1_87
12200527,901_1_87
12200535,901_1_87
12200486,901_1_87
12200544,901_1_87
12200516,901_1_87
12200500,901_1_87
12200509,901_1_87
12200538,901_1_87
12200529,901_1_87
12200488,901_1_87
12200518,901_1_87
12200502,901_1_87
12200511,901_1_87
12200540,901_1_87
12200531,901_1_87
12200490,901_1_87
12200545,901_1_87
12200520,901_1_87
12200548,901_1_87
12200504,901_1_87
12200558,901_1_87
12200513,901_1_87
12200566,901_1_87
12200542,901_1_87
12200553,901_1_87
12200533,901_1_87
12200562,901_1_87
12200565,901_1_87
12200492,901_1_87
12200547,901_1_87
12200550,901_1_87
12200560,901_1_87
12200568,901_1_87
12200555,901_1_87
12200494,901_1_87
12200570,901_1_87
12200557,901_1_87
12200496,901_1_87
12200572,901_1_87
12200574,901_1_87
12201002,904_0_27
12201007,904_0_27
12200889,904_0_27
12201017,904_0_27
12201012,904_0_27
12201112,904_0_27
12200890,904_0_27
12200908,904_0_27
12200997,904_0_27
12200982,904_0_27
12201025,904_0_27
12200930,904_0_27
12201113,904_0_27
12200947,904_0_27
12200941,904_0_27
12200831,904_0_27
12200896,904_0_27
12201052,904_0_27
12200983,904_0_27
12200970,904_0_27
12200900,904_0_27
12201089,904_0_27
12201028,904_0_27
12200873,904_0_27
12200881,904_0_27
12200848,904_0_27
12200945,904_0_27
12200869,904_0_27
12200940,904_0_27
12200985,904_0_27
12200962,904_0_27
12200858,904_0_27
12200898,904_0_27
12200942,904_0_27
12200884,904_0_27
12200868,904_0_27
12200880,904_0_27
12201037,904_0_27
12201084,904_0_27
12200903,904_0_27
12201125,904_0_27
12200861,904_0_27
12201034,904_0_27
12200882,904_0_27
12201036,904_0_27
12201020,904_0_27
12200984,904_0_27
12200887,904_0_27
12201106,904_0_27
12201010,904_0_27
12201027,904_0_27
12201087,904_0_27
12201009,904_0_27
12200902,904_1_26
12201043,904_1_26
12201079,904_1_26
12200866,904_1_26
12200975,904_1_26
12201001,904_1_26
12201117,904_1_26
12201063,904_1_26
12200925,904_1_26
12201100,904_1_26
12201024,904_1_26
12200972,904_1_26
12200914,904_1_26
12200895,904_1_26
12200951,904_1_26
12201064,904_1_26
12200871,904_1_26
12200899,904_1_26
12201088,904_1_26
12200846,904_1_26
12201000,904_1_26
12200901,904_1_26
12200948,904_1_26
12201065,904_1_26
12200891,904_1_26
12200950,904_1_26
12200986,904_1_26
12200973,904_1_26
12200877,904_1_26
12200897,904_1_26
12200943,904_1_26
12200859,904_1_26
12200879,904_1_26
12200939,904_1_26
12201122,904_1_26
12201090,904_1_26
12200885,904_1_26
12200933,904_1_26
12201021,904_1_26
12200865,904_1_26
12200857,904_1_26
12200844,904_1_26
12200876,904_1_26
12201083,904_1_26
12200904,904_1_26
12201105,904_1_26
12201121,904_1_26
12201011,904_1_26
12200979,904_1_26
12201049,904_1_26
12201099,904_1_26
12200960,904_1_26
12201061,904_1_26
12199716,905_2_68
12199709,905_2_68
12199768,905_2_68
12199718,905_2_68
12199711,905_2_68
12199796,905_2_68
12199770,905_2_68
12199720,905_2_68
12199713,905_2_73
12199798,905_2_68
12199772,905_2_73
12199722,905_2_68
12199800,905_2_73
12199751,905_2_68
12199776,905_2_73
12199726,905_2_68
12199804,905_2_73
12199755,905_2_68
12199780,905_2_73
12199730,905_2_68
12199808,905_2_73
12199759,905_2_68
12199784,905_2_73
12199734,905_2_68
12199786,905_2_73
12199822,905_2_68
12199813,905_2_73
12199788,905_2_68
12199824,905_2_73
12199815,905_2_68
12199766,905_2_73
12199826,905_2_68
12199833,905_2_68
12199792,905_2_68
12199835,905_2_68
12199836,905_2_68
12199794,905_2_68
12199707,905_3_74
12199715,905_3_57
12199708,905_3_74
12199767,905_3_57
12199717,905_3_74
12199710,905_3_57
12199795,905_3_74
12199769,905_3_57
12199719,905_3_74
12199712,905_3_57
12199797,905_3_74
12199771,905_3_57
12199721,905_3_74
12199714,905_3_57
12199799,905_3_74
12199750,905_3_57
12199775,905_3_74
12199725,905_3_57
12199803,905_3_74
12199754,905_3_57
12199779,905_3_74
12199729,905_3_57
12199807,905_3_74
12199758,905_3_57
12199783,905_3_74
12199733,905_3_57
12199811,905_3_74
12199821,905_3_57
12199735,905_3_74
12199787,905_3_57
12199764,905_3_74
12199814,905_3_57
12199789,905_3_74
12199825,905_3_57
12199832,905_3_74
12199791,905_3_74
12199834,905_3_74
12199793,905_3_74
12199971,906_0_27
12199972,906_0_27
12199973,906_0_27
12199974,906_0_27
12200070,906_0_27
12200139,906_0_27
12200112,906_0_27
12200172,906_0_27
12199978,906_0_27
12200114,906_0_27
12200202,906_0_27
12199980,906_0_27
12200004,906_0_27
12200076,906_0_27
12200176,906_0_27
12200145,906_0_27
12200118,906_0_27
12200206,906_0_27
12199984,906_0_27
12200008,906_0_27
12200080,906_0_27
12200026,906_0_27
12199986,906_0_27
12200010,906_0_27
12200082,906_0_27
12200028,906_0_27
12199988,906_0_27
12200012,906_0_27
12200084,906_0_27
12200030,906_0_27
12199990,906_0_27
12200014,906_0_27
12200086,906_0_27
12200032,906_0_27
12199992,906_0_27
12200016,906_0_27
12200088,906_0_27
12200034,906_0_27
12199994,906_0_27
12200018,906_0_27
12200090,906_0_27
12200036,906_0_27
12200190,906_0_27
12200159,906_0_27
12200132,906_0_27
12200220,906_0_27
12200048,906_0_27
12199998,906_0_27
12200022,906_0_27
12200094,906_0_27
12200040,906_0_27
12200194,906_0_27
12200163,906_0_27
12200136,906_0_27
12200224,906_0_27
12200052,906_0_27
12200002,906_0_27
12200138,906_0_27
12200054,906_0_27
12200167,906_0_27
12200056,906_0_27
12200169,906_0_27
12200058,906_0_27
12200171,906_0_27
12200060,906_0_27
12200062,906_0_27
12200069,906_1_28
12200111,906_1_28
12199977,906_1_28
12200113,906_1_28
12200201,906_1_28
12199979,906_1_28
12200003,906_1_28
12200075,906_1_28
12200175,906_1_28
12200144,906_1_28
12200117,906_1_28
12200205,906_1_28
12199983,906_1_28
12200007,906_1_28
12200079,906_1_28
12200025,906_1_28
12199985,906_1_28
12200009,906_1_28
12200081,906_1_28
12200027,906_1_28
12199987,906_1_28
12200011,906_1_28
12200083,906_1_28
12200029,906_1_28
12199989,906_1_28
12200013,906_1_28
12200085,906_1_28
12200031,906_1_28
12199991,906_1_28
12200015,906_1_28
12200087,906_1_28
12200033,906_1_28
12199993,906_1_28
12200017,906_1_28
12200089,906_1_28
12200035,906_1_28
12200189,906_1_28
12200158,906_1_28
12200131,906_1_28
12200219,906_1_28
12200047,906_1_28
12199997,906_1_28
12200021,906_1_28
12200093,906_1_28
12200039,906_1_28
12200193,906_1_28
12200162,906_1_28
12200135,906_1_28
12200223,906_1_28
12200051,906_1_28
12200001,906_1_28
12200137,906_1_28
12200053,906_1_28
12200166,906_1_28
12200055,906_1_28
12200168,906_1_28
12200057,906_1_28
12200170,906_1_28
12200059,906_1_28
12200061,906_1_28
12200063,906_1_28
12200064,906_1_28
12200065,906_1_28
12200066,907_0_26
12200067,907_0_26
12200068,907_0_26
12200110,907_0_26
12199976,907_0_26
12200072,907_0_26
12200141,907_0_26
12200074,907_0_26
12200174,907_0_26
12200143,907_0_26
12200116,907_0_26
12200204,907_0_26
12199982,907_0_26
12200006,907_0_26
12200078,907_0_26
12200178,907_0_26
12200147,907_0_26
12200120,907_0_26
12200208,907_0_26
12200180,907_0_26
12200149,907_0_26
12200122,907_0_26
12200210,907_0_26
12200182,907_0_26
12200151,907_0_26
12200124,907_0_26
12200212,907_0_26
12200184,907_0_26
12200153,907_0_26
12200126,907_0_26
12200214,907_0_26
12200186,907_0_26
12200155,907_0_26
12200128,907_0_26
12200216,907_0_26
12200188,907_0_26
12200157,907_0_26
12200130,907_0_26
12200218,907_0_26
12200046,907_0_26
12199996,907_0_26
12200020,907_0_26
12200092,907_0_26
12200038,907_0_26
12200192,907_0_26
12200161,907_0_26
12200134,907_0_26
12200222,907_0_26
12200050,907_0_26
12200000,907_0_26
12200024,907_0_26
12200096,907_0_26
12200042,907_0_26
12200196,907_0_26
12200165,907_0_26
12200098,907_0_26
12200044,907_0_26
12200198,907_0_26
12200100,907_0_26
12200200,907_0_26
12200102,907_0_26
12200104,907_0_26
12200106,907_0_26
12200108,907_0_26
12199975,907_1_25
12200071,907_1_25
12200140,907_1_25
12200073,907_1_25
12200173,907_1_25
12200142,907_1_25
12200115,907_1_25
12200203,907_1_25
12199981,907_1_25
12200005,907_1_25
12200077,907_1_25
12200177,907_1_25
12200146,907_1_25
12200119,907_1_25
12200207,907_1_25
12200179,907_1_25
12200148,907_1_25
12200121,907_1_25
12200209,907_1_25
12200181,907_1_25
12200150,907_1_25
12200123,907_1_25
12200211,907_1_25
12200183,907_1_25
12200152,907_1_25
12200125,907_1_25
12200213,907_1_25
12200185,907_1_25
12200154,907_1_25
12200127,907_1_25
12200215,907_1_25
12200187,907_1_25
12200156,907_1_25
12200129,907_1_25
12200217,907_1_25
12200045,907_1_25
12199995,907_1_25
12200019,907_1_25
12200091,907_1_25
12200037,907_1_25
12200191,907_1_25
12200160,907_1_25
12200133,907_1_25
12200221,907_1_25
12200049,907_1_25
12199999,907_1_25
12200023,907_1_25
12200095,907_1_25
12200041,907_1_25
12200195,907_1_25
12200164,907_1_25
12200097,907_1_25
12200043,907_1_25
12200197,907_1_25
12200099,907_1_25
12200199,907_1_25
12200101,907_1_25
12200103,907_1_25
12200105,907_1_25
12200107,907_1_25
12200109,907_1_25
12200225,907_1_25
12200226,907_1_25
12199332,916_8_29
12198808,916_8_29
12199024,916_8_30
12198809,916_8_31
12199025,916_8_30
12198810,916_8_31
12199026,916_8_30
12198811,916_8_31
12198812,916_8_31
12198813,916_8_31
12198814,916_8_31
12198815,916_8_31
12198816,916_8_31
12199027,916_8_30
12198817,916_8_31
12199028,916_8_30
12198818,916_8_31
12199029,916_8_30
12198819,916_8_31
12199030,916_8_30
12198820,916_8_31
12199031,916_8_30
12198821,916_8_31
12198822,916_8_31
12198823,916_8_31
12199331,917_9_20
12198824,917_9_20
12199032,917_9_20
12198825,917_9_19
12199033,917_9_20
12198826,917_9_19
12198827,917_9_19
12198828,917_9_19
12198829,917_9_19
12198830,917_9_19
12198831,917_9_19
12198832,917_9_19
12199034,917_9_20
12198833,917_9_19
12199035,917_9_20
12198834,917_9_19
12199036,917_9_20
12198835,917_9_19
12199037,917_9_20
12198836,917_9_19
12198837,917_9_19
12198838,917_9_19
12198839,917_9_19
12199330,917_9_19
12200603,921_2_65
12200576,921_2_65
12200590,921_2_65
12200617,921_2_65
12200605,921_2_65
12200578,921_2_65
12200592,921_2_65
12200619,921_2_65
12200607,921_2_65
12200580,921_2_65
12200594,921_2_65
12200621,921_2_65
12200609,921_2_65
12200582,921_2_65
12200596,921_2_65
12200623,921_2_65
12200611,921_2_65
12200584,921_2_65
12200598,921_2_65
12200625,921_2_65
12200613,921_2_65
12200586,921_2_65
12200600,921_2_65
12200627,921_2_65
12200615,921_2_65
12200588,921_2_65
12200602,921_2_65
12200575,921_3_66
12200589,921_3_66
12200616,921_3_66
12200604,921_3_66
12200577,921_3_66
12200591,921_3_66
12200618,921_3_66
12200606,921_3_66
12200579,921_3_66
12200593,921_3_66
12200620,921_3_66
12200608,921_3_66
12200581,921_3_66
12200595,921_3_66
12200622,921_3_66
12200610,921_3_66
12200583,921_3_66
12200597,921_3_66
12200624,921_3_66
12200612,921_3_66
12200585,921_3_66
12200599,921_3_66
12200626,921_3_66
12200614,921_3_66
12200587,921_3_66
12200601,921_3_66
12200628,921_3_66
12200629,923_2_57
12200643,923_2_57
12200671,923_2_57
12200658,923_2_57
12200631,923_2_57
12200645,923_2_57
12200673,923_2_57
12200660,923_2_57
12200633,923_2_57
12200647,923_2_57
12200675,923_2_57
12200662,923_2_57
12200635,923_2_57
12200649,923_2_57
12200677,923_2_57
12200664,923_2_57
12200637,923_2_57
12200651,923_2_57
12200679,923_2_57
12200666,923_2_57
12200639,923_2_57
12200653,923_2_57
12200681,923_2_57
12200668,923_2_57
12200641,923_2_57
12200655,923_2_57
12200683,923_2_57
12200670,923_2_57
12200657,923_3_58
12200630,923_3_58
12200644,923_3_58
12200672,923_3_58
12200659,923_3_58
12200632,923_3_58
12200646,923_3_58
12200674,923_3_58
12200661,923_3_58
12200634,923_3_58
12200648,923_3_58
12200676,923_3_58
12200663,923_3_58
12200636,923_3_58
12200650,923_3_58
12200678,923_3_58
12200665,923_3_58
12200638,923_3_58
12200652,923_3_58
12200680,923_3_58
12200667,923_3_58
12200640,923_3_58
12200654,923_3_58
12200682,923_3_58
12200669,923_3_58
12200642,923_3_58
12200656,923_3_58
12199266,928_0_43
12199267,928_0_43
12199268,928_0_43
12199269,928_0_43
12199270,928_0_43
12199271,928_0_43
12199272,928_0_43
12199273,928_0_43
12199274,928_0_43
12199275,928_0_43
12199276,928_0_43
12199277,928_0_43
12199278,928_0_43
12199279,928_0_43
12199280,928_0_43
12199281,928_0_43
12199282,928_0_43
12199283,928_0_43
12199284,928_0_43
12199285,928_0_43
12199286,928_0_43
12199287,928_0_43
12199288,928_0_43
12199289,928_0_43
12199290,928_0_43
12199291,928_0_43
12199292,928_0_43
12199361,928_0_46
12199293,928_0_43
12199355,928_0_46
12199360,928_0_46
12199294,928_1_45
12199295,928_1_45
12199296,928_1_44
12199297,928_1_44
12199298,928_1_44
12199299,928_1_44
12199300,928_1_44
12199301,928_1_44
12199302,928_1_44
12199303,928_1_44
12199304,928_1_44
12199305,928_1_44
12199306,928_1_44
12199307,928_1_44
12199308,928_1_44
12199309,928_1_44
12199310,928_1_44
12199311,928_1_44
12199312,928_1_44
12199313,928_1_44
12199314,928_1_44
12199315,928_1_44
12199316,928_1_44
12199317,928_1_44
12199318,928_1_44
12199319,928_1_44
12199333,928_1_44
12199320,928_1_44
12199321,928_1_44
12199322,928_1_45
12199329,929_0_111
12198681,929_0_111
12198682,929_0_111
12198683,929_0_111
12198684,929_0_111
12198685,929_0_111
12198686,929_0_111
12198687,929_0_111
12198688,929_0_111
12198689,929_0_111
12198690,929_0_111
12198691,929_0_111
12198692,929_0_111
12198693,929_0_111
12198694,929_0_111
12198695,929_0_111
12198696,929_0_111
12198697,929_0_111
12198698,929_0_111
12198699,929_0_111
12198700,929_0_111
12198701,929_0_111
12198702,929_0_111
12198703,929_0_111
12198704,929_0_111
12198705,929_0_111
12198706,929_0_111
12198707,929_0_111
12198708,929_0_111
12198709,929_0_111
12198710,929_0_111
12198711,929_0_111
12198712,929_0_111
12198713,929_0_111
12198714,929_0_111
12199347,929_0_111
12198715,929_0_111
12198716,929_0_111
12198717,929_0_111
12198718,929_0_111
12199349,929_0_111
12198719,929_0_111
12198720,929_0_111
12198721,929_0_111
12198722,929_0_111
12199348,929_0_111
12198723,929_0_111
12198724,929_0_111
12198725,929_0_111
12198726,929_0_111
12199354,929_0_111
12198727,929_0_111
12198728,929_0_111
12198729,929_0_111
12199023,929_0_111
12199345,929_0_111
12198730,929_0_111
12198731,929_0_111
12198732,929_0_111
12198733,929_0_111
12199325,929_0_111
12198734,929_0_111
12199326,929_0_111
12199327,929_0_111
12198735,929_0_111
12198736,929_0_111
12198737,929_0_111
12198738,929_0_111
12198739,929_0_111
12198740,929_0_111
12199328,929_1_126
12198741,929_1_125
12198742,929_1_125
12198743,929_1_125
12198744,929_1_125
12198745,929_1_125
12198746,929_1_125
12198747,929_1_125
12198748,929_1_125
12198749,929_1_125
12198753,929_1_125
12198750,929_1_125
12198751,929_1_125
12198752,929_1_125
12198765,929_1_125
12198754,929_1_125
12198755,929_1_125
12198756,929_1_125
12198757,929_1_125
12198758,929_1_125
12198759,929_1_125
12198760,929_1_125
12198761,929_1_125
12198762,929_1_125
12198763,929_1_125
12198764,929_1_125
12198766,929_1_125
12198767,929_1_125
12198768,929_1_125
12198769,929_1_125
12198770,929_1_125
12198771,929_1_125
12198772,929_1_125
12198773,929_1_125
12199351,929_1_125
12198774,929_1_125
12198775,929_1_125
12198776,929_1_125
12198777,929_1_125
12199350,929_1_125
12198778,929_1_125
12198779,929_1_125
12198780,929_1_125
12198781,929_1_125
12199353,929_1_125
12198782,929_1_125
12198783,929_1_125
12198784,929_1_125
12198785,929_1_125
12199352,929_1_125
12198786,929_1_125
12198787,929_1_125
12198788,929_1_125
12198789,929_1_125
12199346,929_1_125
12198790,929_1_125
12198791,929_1_125
12198792,929_1_125
12198840,929_1_125
12198793,929_1_125
12198794,929_1_125
12198795,929_1_125
12198796,929_1_125
12198797,929_1_125
12198798,929_1_125
12198799,929_1_125
12198800,929_1_125
12198801,929_1_125
12198802,929_1_125
12198803,929_1_125
12198804,929_1_125
12198805,929_1_125
12198806,929_1_125
12201263,932_0_63
12200893,932_0_63
12200862,932_0_63
12200921,932_0_63
12200978,932_0_63
12201019,932_0_63
12200964,932_0_63
12200927,932_0_63
12200870,932_0_63
12201086,932_0_63
12200840,932_0_63
12200995,932_0_63
12200919,932_0_63
12200923,932_0_63
12201003,932_0_63
12201096,932_0_63
12201092,932_0_63
12200853,932_0_63
12201042,932_0_63
12200949,932_0_63
12201048,932_0_63
12200924,932_0_63
12200911,932_0_63
12200851,932_0_63
12201035,932_0_63
12201060,932_0_63
12200916,932_0_63
12201107,932_0_63
12200981,932_0_63
12201008,932_0_63
12200928,932_0_63
12200932,932_0_63
12201039,932_0_63
12200835,932_0_63
12201059,932_0_63
12200912,932_0_63
12200836,932_0_63
12200953,932_0_63
12201026,932_0_63
12200954,932_0_63
12201124,932_0_63
12200974,932_0_63
12200961,932_0_63
12201104,932_0_63
12200854,932_0_63
12201085,932_0_63
12200991,932_0_63
12201046,932_0_63
12201094,932_0_63
12200987,932_0_63
12200971,932_0_63
12200969,932_0_63
12200994,932_0_63
12200922,932_0_63
12201073,932_0_63
12200993,932_0_63
12200990,932_0_63
12200944,932_0_63
12200842,932_0_63
12201108,932_0_63
12200935,932_0_63
12201123,932_0_63
12200918,932_0_63
12201115,932_1_62
12201005,932_1_62
12200894,932_1_62
12200976,932_1_62
12201013,932_1_62
12200907,932_1_62
12200931,932_1_62
12201068,932_1_62
12201093,932_1_62
12201018,932_1_62
12200875,932_1_62
12200989,932_1_62
12201044,932_1_62
12200867,932_1_62
12200910,932_1_62
12200920,932_1_62
12201067,932_1_62
12201045,932_1_62
12201098,932_1_62
12200883,932_1_62
12201116,932_1_62
12200852,932_1_62
12201023,932_1_62
12200909,932_1_62
12200926,932_1_62
12200967,932_1_62
12201103,932_1_62
12201077,932_1_62
12200874,932_1_62
12200965,932_1_62
12200878,932_1_62
12201055,932_1_62
12200988,932_1_62
12201070,932_1_62
12200938,932_1_62
12201095,932_1_62
12201101,932_1_62
12200906,932_1_62
12201076,932_1_62
12201120,932_1_62
12201111,932_1_62
12200855,932_1_62
12201050,932_1_62
12200936,932_1_62
12200834,932_1_62
12201110,932_1_62
