trip_id,shape_id
12175156,921_2_68
12175170,921_2_68
12175158,921_2_68
12175172,921_2_68
12175160,921_2_68
12175174,921_2_68
12175162,921_2_68
12175176,921_2_68
12175164,921_2_68
12175178,921_2_68
12175166,921_2_68
12175180,921_2_68
12175155,921_3_67
12175169,921_3_67
12175157,921_3_67
12175171,921_3_67
12175159,921_3_67
12175173,921_3_67
12175161,921_3_67
12175175,921_3_67
12175163,921_3_67
12175177,921_3_67
12175165,921_3_67
12175179,921_3_67
12175167,921_3_67
12174390,14_2_90
12174391,14_2_90
12174392,14_2_90
12174393,14_2_90
12174394,14_2_90
12174395,14_2_90
12174396,14_2_90
12174397,14_2_90
12174398,14_2_90
12174399,14_2_90
12174400,14_2_90
12174401,14_2_90
12174402,14_2_90
12174403,14_2_90
12174378,14_3_88
12174379,14_3_88
12174380,14_3_88
12174381,14_3_88
12174382,14_3_88
12174383,14_3_88
12174384,14_3_88
12174385,14_3_88
12174386,14_3_88
12174387,14_3_88
12174388,14_3_88
12174389,14_3_88
12174429,18_8_9
12174249,18_8_9
12174250,18_8_9
12174251,18_8_9
12174252,18_8_9
12174253,18_8_9
12174254,18_8_9
12174255,18_8_9
12174256,18_8_9
12174257,18_8_9
12174258,18_8_9
12174259,18_8_9
12174260,18_8_9
12174261,18_8_9
12174262,18_8_9
12174263,18_8_9
12174264,18_8_9
12174265,18_8_9
12174266,18_8_9
12174267,18_8_9
12174268,18_8_9
12174269,18_8_9
12174270,18_8_9
12174309,25_0_79
12174297,25_0_80
12174298,25_0_80
12174299,25_0_80
12174300,25_0_80
12174301,25_0_80
12174302,25_0_80
12174303,25_0_80
12174304,25_0_80
12174305,25_0_80
12174306,25_0_80
12174307,25_0_80
12174308,25_0_80
12174322,25_1_78
12174310,25_1_77
12174311,25_1_77
12174312,25_1_77
12174313,25_1_77
12174314,25_1_77
12174315,25_1_77
12174316,25_1_77
12174317,25_1_77
12174318,25_1_77
12174319,25_1_77
12174320,25_1_77
12174321,25_1_77
12174284,83_0_23
12174285,83_0_23
12174286,83_0_23
12174287,83_0_23
12174288,83_0_23
12174289,83_0_23
12174290,83_0_23
12174291,83_0_23
12174292,83_0_23
12174293,83_0_23
12174294,83_0_23
12174295,83_0_23
12174296,83_0_23
12174283,83_1_24
12174271,83_1_22
12174272,83_1_22
12174273,83_1_22
12174274,83_1_22
12174275,83_1_22
12174276,83_1_22
12174277,83_1_22
12174278,83_1_22
12174279,83_1_22
12174280,83_1_22
12174281,83_1_22
12174282,83_1_22
12174416,84_0_57
12174417,84_0_57
12174419,84_0_57
12174418,84_0_56
12174420,84_0_56
12174421,84_0_56
12174422,84_0_56
12174423,84_0_56
12174424,84_0_56
12174425,84_0_56
12174426,84_0_56
12174427,84_0_56
12174404,84_1_55
12174406,84_1_53
12174405,84_1_53
12174407,84_1_54
12174408,84_1_54
12174409,84_1_54
12174410,84_1_54
12174411,84_1_54
12174412,84_1_54
12174413,84_1_54
12174414,84_1_54
12174415,84_1_54
12174428,84_1_52
12174323,88_2_7
12174354,88_2_7
12174324,88_2_7
12174355,88_2_7
12174325,88_2_7
12174356,88_2_7
12174327,88_2_7
12174357,88_2_7
12174328,88_2_7
12174358,88_2_7
12174329,88_2_7
12174359,88_2_7
12174331,88_2_7
12174360,88_2_7
12174332,88_2_7
12174361,88_2_7
12174333,88_2_7
12174362,88_2_7
12174334,88_2_7
12174363,88_2_7
12174335,88_2_7
12174364,88_2_7
12174336,88_2_7
12174365,88_2_7
12174330,88_2_7
12174583,88_2_7
12174326,88_2_7
12174579,88_2_7
12174351,88_2_7
12174578,88_2_7
12174352,88_2_7
12174353,88_3_8
12174366,88_3_8
12174337,88_3_8
12174367,88_3_8
12174338,88_3_8
12174368,88_3_8
12174339,88_3_8
12174369,88_3_8
12174340,88_3_8
12174370,88_3_8
12174341,88_3_8
12174371,88_3_8
12174342,88_3_8
12174372,88_3_8
12174343,88_3_8
12174373,88_3_8
12174344,88_3_8
12174374,88_3_8
12174346,88_3_8
12174375,88_3_8
12174347,88_3_8
12174376,88_3_8
12174348,88_3_8
12174377,88_3_8
12174349,88_3_8
12174584,88_3_8
12174350,88_3_8
12174582,88_3_8
12174345,88_3_8
12174581,88_3_8
12174580,88_3_8
12174431,833_0_28
12174432,833_0_28
12174433,833_0_28
12174461,833_0_30
12174449,833_0_30
12174450,833_0_30
12174451,833_0_30
12174452,833_0_30
12174453,833_0_30
12174454,833_0_30
12174455,833_0_30
12174456,833_0_30
12174457,833_0_30
12174458,833_0_30
12174459,833_0_30
12174460,833_0_30
12174434,833_1_33
12174435,833_1_33
12174436,833_1_34
12174437,833_1_34
12174438,833_1_34
12174439,833_1_34
12174440,833_1_34
12174441,833_1_34
12174442,833_1_34
12174443,833_1_34
12174444,833_1_34
12174445,833_1_34
12174446,833_1_34
12174447,833_1_34
12174448,833_1_34
12174217,851_0_12
12174218,851_0_12
12174219,851_0_12
12174220,851_0_12
12174221,851_0_12
12174222,851_0_12
12174223,851_0_12
12174224,851_0_12
12174225,851_0_12
12174232,851_0_12
12174226,851_0_12
12174227,851_0_12
12174228,851_0_12
12174229,851_0_12
12174230,851_0_12
12174231,851_0_12
12174233,851_1_13
12174234,851_1_13
12174235,851_1_13
12174236,851_1_13
12174237,851_1_13
12174238,851_1_13
12174239,851_1_13
12174240,851_1_13
12174241,851_1_13
12174242,851_1_13
12174243,851_1_13
12174244,851_1_13
12174245,851_1_13
12174246,851_1_13
12174247,851_1_13
12174248,851_1_13
